siteID,date,observer,time,forayNumber,bandNumber,longitude,latitude,resightType,notes
SINGVIRDC1,2016-06-21,JLM,8:40,NA,2651-52482,NA,NA,I,NA
SINGVIRDC1,2016-06-21,JLM,12:27,1,2711-57705,NA,NA,F,NA
MANNJANDC1,2016-06-21,"KPK, AEH",7:20,NA,2411-37740,NA,NA,I,NA
MANNJANDC1,2016-06-21,"KPK, AEH",7:25,NA,2651-51549,NA,NA,I,NA
MANNJANDC1,2016-06-21,"KPK, AEH",8:09,NA,2641-63845,NA,NA,I,NA
DUFFSHAFL1,2016-03-22,ZZ,NA,noData,2331-09358,NA,NA,T,NA
DUFFSHAFL1,2016-03-22,ZZ,NA,noData,2331-09359,NA,NA,T,NA
GOWAJOAFL1,2016-03-23,ZZ,NA,noData,2331-09163,NA,NA,T,NA
GOWAJOAFL1,2016-03-23,ZZ,NA,noData,2661-07793,NA,NA,T,NA
GOWAJOAFL1,2016-03-24,ZZ,NA,noData,2661-07664,NA,NA,T,NA
BANDCATFL1,2016-03-28,ZZ,NA,noData,2541-40415,NA,NA,T,NA
BANDCATFL1,2016-03-28,ZZ,NA,noData,2661-07658,NA,NA,T,NA
HERRJAYFL1,2016-04-01,ZZ,NA,noData,2661-07896,NA,NA,T,NA
HERRJAYFL1,2016-04-01,ZZ,NA,noData,2641-96632,NA,NA,T,NA
HERRJAYFL1,2016-04-01,ZZ,NA,noData,2641-96633,NA,NA,T,NA
PLACGIRFL1,2016-04-03,ZZ,NA,noData,2641-96774,NA,NA,T,NA
PLACGIRFL1,2016-04-03,ZZ,NA,noData,2641-96768,NA,NA,T,NA
PROWGARFL1,2016-04-04,ZZ,NA,noData,2531-99370,NA,NA,T,NA
KNOWMIKFL1,2016-04-05,ZZ,NA,noData,2710-54212,NA,NA,T,NA
KNOWMIKFL1,2016-04-05,ZZ,NA,noData,2661-07689,NA,NA,T,NA
WILLJIMFL1,2016-04-07,ZZ,NA,noData,2641-96608,NA,NA,T,NA
WILLJIMFL1,2016-04-07,ZZ,NA,noData,2641-96758,NA,NA,T,NA
WILLJIMFL1,2016-04-07,ZZ,NA,noData,2541-37508,NA,NA,T,NA
BLOOLEEFL1,2016-04-08,ZZ,NA,noData,2531-99356,NA,NA,T,NA
BLOOLEEFL1,2016-04-08,ZZ,NA,noData,1991-18038,NA,NA,T,NA
BLOOLEEFL1,2016-04-08,ZZ,NA,noData,2331-09123,NA,NA,T,NA
BLOOLEEFL1,2016-04-08,ZZ,NA,noData,2590-82040,NA,NA,T,NA
BLOOLEEFL1,2016-04-08,ZZ,NA,noData,2331-09334,NA,NA,T,NA
FLAGMARFL1,2016-04-11,ZZ,NA,noData,2661-07704,NA,NA,T,NA
CASEANNFL1,2016-04-12,ZZ,NA,noData,2331-90141,NA,NA,T,NA
CASEANNFL1,2016-04-12,ZZ,NA,noData,2331-90139,NA,NA,T,NA
CASEANNFL1,2016-04-12,ZZ,NA,noData,2571-90242,NA,NA,T,NA
CASEANNFL1,2016-04-12,ZZ,NA,noData,2571-90247,NA,NA,T,NA
CASEANNFL1,2016-04-12,ZZ,NA,noData,2641-96738,NA,NA,T,NA
CARLDAVFL1,2016-04-13,ZZ,NA,noData,2661-07805,NA,NA,T,NA
STRARICFL1,2016-04-20,ZZ,NA,noData,2541-40413,NA,NA,T,NA
AAROJESFL1,2016-04-21,ZZ,NA,noData,2661-31319,NA,NA,T,NA
WINTCHAFL1,2016-04-22,ZZ,NA,noData,2661-31337,NA,NA,T,NA
LAUESARFL1,2016-04-23,ZZ,NA,noData,2641-96733,NA,NA,T,NA
LAUESARFL1,2016-04-23,ZZ,NA,noData,2541-37599,NA,NA,T,NA
COLLKEIFL1,2016-04-25,ZZ,NA,noData,2541-40414,NA,NA,T,NA
COLLKEIFL1,2016-04-25,ZZ,NA,noData,2331-09342,NA,NA,T,NA
KENTADAFL1,2016-04-26,ZZ,NA,noData,2710-25711,NA,NA,T,NA
KENTADAFL1,2016-04-26,ZZ,NA,noData,2531-99395,NA,NA,T,NA
KENTADAFL1,2016-04-26,ZZ,NA,noData,2661-31343,NA,NA,T,NA
KENTADAFL1,2016-04-26,ZZ,NA,noData,1991-18077,NA,NA,T,NA
KENTADAFL1,2016-04-26,ZZ,NA,noData,2541-40420,NA,NA,T,NA
CIBUJEAFL1,2016-04-27,ZZ,7:15,noData,2531-99350,NA,NA,T,NA
CIBUJEAFL1,2016-04-27,ZZ,8:20,noData,2541-40452,NA,NA,T,NA
NATUAREFL1,2016-04-28,ZZ,7:45,noData,2661-31373,NA,NA,T,NA
NATUAREFL1,2016-04-28,ZZ,8:30,noData,2661-31375,NA,NA,T,NA
COXANDFL1,2016-05-02,ZZ,8:10,noData,2661-07855,NA,NA,T,NA
CHURCARFL1,2016-05-04,ZZ,7:15,noData,2661-07856,NA,NA,T,NA
CHURCARFL1,2016-05-04,ZZ,7:40,noData,2641-96635,NA,NA,T,NA
NOSSANDFL1,2016-05-05,ZZ,7:20,noData,2661-07824,NA,NA,T,NA
NOSSANDFL1,2016-05-05,ZZ,8:20,noData,2661-07825,NA,NA,T,NA
SHAHMAUFL1,2016-05-07,ZZ,8:25,noData,2661-07665,NA,NA,T,NA
HOSTMARFL1,2016-05-09,ZZ,NA,noData,2641-96641,NA,NA,T,NA
HOSTMARFL1,2016-05-09,ZZ,NA,noData,2641-96640,NA,NA,T,NA
KRATANDFL1,2016-05-12,ZZ,NA,noData,2331-09368,NA,NA,T,NA
LICHJERFL1,2016-05-15,ZZ,NA,noData,2661-07857,NA,NA,T,NA
FULLPAMFL1,2016-05-25,ZZ,8:15,noData,2541-40441,NA,NA,T,NA
GRANIANFL1,2016-05-27,ZZ,7:15,noData,2710-54221,NA,NA,T,NA
GRANIANFL1,2016-05-27,ZZ,7:15,noData,2541-40456,NA,NA,T,NA
GRANIANFL1,2016-05-27,ZZ,7:45,noData,2571-70429,NA,NA,T,NA
GRANIANFL1,2016-05-27,ZZ,8:50,noData,2541-40464,NA,NA,T,NA
KALIELINC1,2016-05-07,AJB,12:32,noData,2711-64156,NA,NA,T,NA
ARGEGIONC1,2016-05-11,JIC,10:45,noData,2711-64043,NA,NA,T,NA
CASTTOMNC1,2016-05-11,AJB,12:50,noData,2180-92490,NA,NA,T,NA
WHEEJENNC1,2016-05-14,AJB,10:00,NA,2180-92499,NA,NA,I,NA
PRESANNNC1,2016-05-20,AJB,12:33,noData,2180-92479,NA,NA,T,NA
WANGMATNC1,2016-05-21,AJB,11:20,noData,2711-64073,NA,NA,T,NA
FRANMICNC1,2016-05-26,AJB,10:00,NA,2711-64075,NA,NA,I,NA
FRANMICNC1,2016-05-26,AJB,12:45,1,2180-92475,NA,NA,F,NA
MEADRUTNC1,2016-06-08,JIC,10:30,1,2711-64044,NA,NA,F,NA
HIGGBETMA1,2016-05-16,SBL,NA,noData,1212-52862,NA,NA,T,NA
SPLAMARMA2,2016-05-20,SBL,12:35,1,2571-83134,-72.67021,42.24997,F,NA
FORDSUSMA1,2016-05-27,SMB,11:50,noData,2571-83122,NA,NA,T,NA
FORDSUSMA1,2016-05-27,TMB,11:56,noData,2720-99649,NA,NA,T,NA
FORDSUSMA1,2016-05-27,TMB,12:29,noData,2720-99650,NA,NA,T,NA
SHEAMARMA1,2016-05-28,SMB,12:27,1,2651-17080,-72.60554,42.48123,F,NA
PIEPSUSMA1,2016-05-29,TMB,NA,1,1212-36680,-76.60584,42.12559,F,NA
PIEPSUSMA1,2016-05-29,TMB,NA,1,2651-17102,-72.60612,42.12531,F,NA
PAGEALLMA1,2016-05-31,RSG,12:37,1,2750-35054,-72.52859,42.53548,F,NA
SINIKRIMA1,2016-06-03,RSG,12:45,1,2750-35061,-72.57181,42.58568,F,NA
ROSEJOSMA1,2016-06-04,TMB,11:00,NA,2651-17111,-72.47962,42.37844,I,NA
BAKENANMA1,2016-06-07,SMB,13:15,1,2730-27519,NA,NA,F,NA
BAKENANMA1,2016-06-07,SMB,13:20,1,2750-35037,NA,NA,F,NA
BAKENANMA1,2016-06-07,SMB,13:52,NA,2561-86610,NA,NA,I,NA
MALTELIMA1,2016-06-11,TMB,12:53,1,2690-87934,NA,NA,F,NA
WILLJUDMA1,2016-06-16,TMB,12:40,1,1212-52839,NA,NA,F,NA
PIROELADC1,2016-06-26,KJW,12:14,1,2730-26440,-77.0821,38.958258,F,NA
LAKEAESVA1,2016-04-19,"EF, JM, KK, AH",8:20,NA,1352-46595,NA,NA,I,NA
BAILEESVA1,2016-04-25,"ERF,JM,KPK,AH",9:30,NA,2571-89986,NA,NA,I,NA
ANDRKENVA1,2016-06-27,JLM,8:30,NA,2571-89992,-77.34554,38.92377,I,NA
MULLJOYVA1,2016-06-24,KPK,10:12,NA,2441-13861,-77.33956,38.68805,I,NA
MULLJOYVA1,2016-06-24,KPK,11:53,1,2571-89991,-77.3408,38.68644,F,NA
MULLJOYVA1,2016-06-24,KPK,12:23,1,2421-11990,-77.34155,38.68795,F,NA
CANNANNMA1,2016-06-21,SMB,12:39,1,2641-85610,-72.53558,42.31897,F,NA
CANNANNMA1,2016-06-21,SMB,12:39,1,2641-85611,-72.53558,42.31897,F,NA
MOLIKARMD1,2016-06-27,"KJW,MAR",11:34,1,2711-77541,-76.5349,38.704333,F,NA
TRAUPATVA2,2016-06-25,MAR,9:50,NA,2750-64420,-77.3285,38.996729,I,NA
TRAUPATVA2,2016-06-25,VEM,9:45,NA,2661-31555,-77.3285,38.996729,I,NA
TRAUPATVA2,2016-06-25,vem,10:40,1,2531-90263,-77.3291,38.996817,F,NA
GERYERIMD1,2016-06-28,KJW,12:33,1,2561-56891,-77.1194,39.000213,F,NA
GERYERIMD1,2016-06-28,KJW,12:33,1,2561-56890,-77.11936759,39.000213,F,NA
MERIMARMA1,2016-06-26,TMB,8:30,NA,2690-87789,-72.70177,42.31003,I,NA
MERIMARMA1,2016-06-26,TMB,8:35,NA,2690-87794,-72.70177,42.31003,I,NA
MERIMARMA1,2016-06-26,TMB,8:35,NA,2720-99664,-72.70177,42.31003,I,NA
MERIMARMA1,2016-06-26,TMB,8:35,NA,2720-99665,-72.70177,42.31003,I,NA
MERIMARMA1,2016-06-26,TMB,13:35,1,2651-43264,-72.69973,42.31059,F,NA
MOSMCARMD1,2016-06-30,"KJW,MAR",7:00,NA,2441-13854,-76.46771669,39.092718,I,NA
MOSMCARMD1,2016-06-30,"KJW,MAR",11:32,1,2411-37220,-76.46867911,39.092291,F,NA
MOSMCARMD1,2016-06-30,"KJW,MAR",11:52,1,2810-03329,-76.46853311,39.091942,F,NA
BLANBETMD1,2016-06-30,KPK,8:20,NA,2641-96580,-76.544997,39.10519,I,NA
OWENKATMD1,2016-06-30,JLM,9:30,NA,2651-52486,-77.14623,39.07316,I,NA
OWENKATMD1,2016-06-30,JLM,11:36,NA,2651-52485,-77.14623,39.07316,I,NA
OWENKATMD1,2016-06-30,JLM,12:00,1,2711-57704,-77.14672,39.07286,F,NA
STANJEFMD1,2016-07-02,"KJW,MAR",12:30,1,2810-03332,-77.06795585,38.976638,F,NA
STANJEFMD1,2016-07-02,"KJW,MAR",9:40,NA,2710-53949,-77.06845692,38.977197,I,NA
FISHFERVA1,2016-07-05,KPK,8:23,NA,2571-70346,-77.131815,38.912823,I,NA
FISHFERVA1,2016-07-05,KPK,12:09,1,2750-64479,-77.13081,38.91284,F,NA
FISHFERVA1,2016-07-05,KPK,12:51,1,2531-90261,-77.13223,38.91249,F,NA
SURNSANMA1,2016-07-04,TMB,7:30,NA,1891-11058,-72.5309,42.36445,I,NA
PHARAIMMD1,2016-07-06,"KJW,MAR",9:08,NA,2710-54347,-76.47008642,39.017458,I,NA
HULLJEFVA1,2016-07-07,KPK,9:57,NA,1272-42422,-77.07068,38.82678,I,NA
HULLJEFVA1,2016-07-07,KPK,11:31,1,2341-30398,-77.07214,38.82748,F,NA
HULLJEFVA1,2016-07-07,KPK,12:00,1,2441-13833,-77.06987,38.82597,F,NA
LINDHANMD1,2016-07-08,KPK,8:46,NA,2571-89952,-77.084671,38.980698,I,NA
LINDHANMD1,2016-07-08,KPK,8:53,NA,2711-77640,-77.084671,38.980698,I,NA
SPEAMARNC1,2016-07-07,ELB,10:17,1,2711-64114,NA,NA,F,NA
WILLCAINC1,2016-07-02,ELB,11:54,1,2711-64104,NA,NA,F,NA
LANDCELVA1,2016-07-09,KPK,7:50,NA,2441-13876,-77.2409741,38.882144,I,NA
MORRCHRVA1,2016-07-09,JLM,11:47,1,2750-41353,NA,NA,F,NA
LANGANKVA1,2016-07-11,KPK,8:47,NA,2641-96846,-77.299275,38.93561,I,NA
LANGANKVA1,2016-07-11,KPK,11:29,1,2750-64303,-77.29947,38.93614,F,NA
RINADAVMA1,2016-07-10,TMB,12:30,1,2571-83052,-72.68148,42.0592,F,NA
PICKSALMA1,2016-07-11,TMB,10:35,NA,2750-34913,NA,NA,I,NA
ONTAHOUDC1,2016-07-12,"KJW,MAR",11:35,1,2421-11984,-77.04138831,38.926135,F,NA
MCNAKRIMD1,2016-07-12,KPK,7:45,NA,2531-90268,-77.09843,38.95863,I,NA
MCNAKRIMD1,2016-07-12,KPK,7:56,NA,2651-56764,-77.09866,38.95863,I,NA
MCNAKRIMD1,2016-07-12,KPK,8:10,NA,2711-77630,-77.09866,38.95863,I,NA
MCNAKRIMD1,2016-07-12,KPK,9:14,NA,2711-77624,-77.09066,38.95863,I,NA
MCNAKRIMD1,2016-07-12,KPK,11:57,1,2711-77626,-77.097544,38.957509,F,NA
MCNAKRIMD1,2016-07-12,KPK,12:19,1,2531-90270,-77.099176,38.958608,F,NA
MCNAKRIMD1,2016-07-12,KPK,12:26,1,2651-56766,-77.099176,38.958608,F,NA
MATHLYNMA1,2016-07-13,TMB,9:00,NA,2651-43300,-72.69594,42.58263,I,NA
STEPJANMA1,2016-06-14,TMB,12:17,1,2291-44253,NA,NA,F,NA
DOYLPHIMA1,2016-07-08,SBL,13:15,NA,2651-43267,NA,NA,I,NA
CAMPGLOMD1,2016-07-14,JLM,9:09,NA,2690-95995,NA,NA,I,NA
CAMPGLOMD1,2016-07-14,JLM,8:00,NA,2641-63786,NA,NA,I,NA
WILLTINVA1,2016-07-15,JLM,11:22,1,2641-63888,NA,NA,F,NA
WILLTINVA1,2016-07-15,JLM,12:06,NA,2651-51553,NA,NA,I,NA
GRIFRACMA1,2016-07-11,SBL,10:00,NA,2641-85630,NA,NA,I,NA
GRIFRACMA1,2016-06-23,SMB,14:01,1,2641-85630,-72.36902,42.2398,F,NA
CANCYOLMA1,2016-06-19,TMB,10:08,NA,2571-83133,-72.57847,42.09783,I,NA
ATHEJIMMA1,2016-06-20,SMB,11:45,NA,2651-43211,NA,NA,I,NA
ZEPKJANMA1,2016-07-14,TMB,11:50,1,2561-86637,-72.67162,42.10316,F,NA
ZEPKJANMA1,2016-07-14,TMB,12:04,1,2750-35089,-72.67165,42.10303,F,NA
ZEPKJANMA1,2016-07-14,TMB,12:38,1,2291-44259,-72.66988,42.10244,F,NA
DEGELAUNC1,2016-07-02,AJB,12:30,1,2750-51201,NA,NA,F,NA
BURNNIKMA1,2016-07-16,TMB,12:34,1,2730-27576,-72.502724,42.122563,F,NA
BURGRENNC1,2016-06-29,AJB,11:50,1,2180-92594,NA,NA,F,NA
SKRALOUNC1,2016-06-23,AJB,10:00,NA,2711-64158,NA,NA,I,NA
COSTHOWNC1,2016-06-15,AJB,11:59,1,2711-64087,NA,NA,F,NA
RAUNERIMD2,2016-07-18,KJW,13:00,1,2651-47519,-76.88422768,39.001636,F,NA
WIEBFRAMD1,2016-07-19,"KJW,JRQ",9:15,NA,2531-74557,-77.01577363,38.977191,I,NA
MUTRCYNVA2,2016-07-20,JLM,9:34,NA,2571-89972,NA,NA,I,NA
MUTRCYNVA2,2016-07-20,JLM,10:07,NA,2641-63879,NA,NA,I,NA
DELUKARVA1,2016-07-20,KPK,9:26,1,2441-14030,-77.16217,38.90501,F,NA
GAIEMELMA1,2016-06-26,SMB,14:06,1,2291-44294,-72.56057,42.53246,F,NA
GAIEMELMA1,2016-06-26,SMB,14:20,1,2371-04314,-72.56061,42.53224,F,NA
WILDANNVA2,2016-07-21,VEM,7:10,NA,2651-47529,-77.20485318,38.867803,I,NA
WILELINMD1,2016-07-22,KPK,9:32,1,2750-41378,-76.21126,38.97032,F,NA
BURNNANMD1,2016-07-22,KPK,7:33,1,2711-77650,-76.12469,38.73187,F,NA
BURNNANMD1,2016-07-22,KPK,8:07,1,2711-77651,-76.12448,38.73339,F,NA
CASACORPA1,2016-07-12,"BR, SR",NA,NA,2711-77254,NA,NA,I,NA
ALCACHLPA1,2016-07-19,"BR, SR, JC",11:30,NA,2711-77433,NA,NA,I,NA
SHERALEMA1,2016-07-23,TMB,12:30,1,2720-99688,-72.54079,42.09189,F,NA
WARRPAIMA1,2016-07-24,TMB,8:55,NA,2651-65620,-72.5278,42.40887,I,NA
WARRPAIMA1,2016-07-24,TMB,10:00,NA,2660-85452,-72.52771,42.40899,I,NA
ASSMCARMD1,2016-07-08,"KJW,MAR",10:10,NA,2301-56535,-77.05677032,38.985801,I,NA
BILLPAIDC1,2016-07-13,"KJW,MAR",11:05,1,2421-11389,-77.01423267,38.971694,F,NA
CAUSSUSMD1,2016-07-05,"KJW,MAR",11:27,1,2661-31872,-77.17532099,39.298443,F,NA
SOLIAPRMD1,2016-07-25,KPK,10:59,1,2651-56767,-76.7666,38.41163,F,NA
CLARCOLDC1,2016-06-12,DLN,9:07,NA,2531-74547,-77.04754855,38.919738,I,NA
LATHJANMA1,2016-07-24,SMB,13:30,1,2651-43260,-72.53252,42.31632,F,NA
DELUKARVA2,2016-07-26,KPK,11:35,1,2711-77714,-77.077,38.89214,F,NA
FARYSIMMD1,2016-07-02,KPK,11:54,1,2421-11502,-77.0183,38.98852,F,NA
FARYSIMMD1,2016-07-02,KPK,12:03,1,2711-77613,-77.01958,38.98921,F,NA
LUCAJILMD1,2016-07-01,KJW,9:50,NA,2661-31595,-77.10740161,38.9491,I,NA
VERSMATMA1,2016-08-29,TMB,10:45,NA,2651-43219,-72.72076,42.35514,I,NA
BULLTHOMA1,2016-08-01,TMB,8:30,NA,2651-17181,NA,NA,I,NA
MCKEERIMA1,2016-08-03,TMB,12:22,1,2581-97917,-72.50082,42.65061,F,NA
KINGGEOMA1,2016-07-18,SMB,13:30,1,2651-17152,-72.48867,42.07452,F,NA
KELLSETMA1,2016-06-03,SMB,13:30,1,2371-04380,-72.81305,42.08636,F,NA
KELLSETMA1,2016-06-03,SMB,14:05,1,2371-04378,-72.81311,42.08639,F,NA
RICHALMA1,2016-08-07,TMB,9:05,NA,2651-43227,-72.58256,42.46045,I,NA
RICHALMA1,2016-06-07,TMB,8:45,NA,2571-83116,-72.58256,42.46045,I,NA
REIDLOLMA1,2016-06-08,TMB,12:14,1,1352-63532,-72.62302,42.3167,F,NA
HOPEDONPA1,2016-07-21,MW,7:55,NA,1761-81988,-80.041515,40.37245,I,NA
HILLSALMA1,2016-05-18,SMB,9:54,NA,2651-43230,NA,NA,I,NA
BAERMIKPA1,2016-06-04,MW,12:20,1,2441-14495,-79.762294,40.397572,F,NA
DOPPJANMA1,2016-07-01,SMB,13:35,1,2571-83148,-72.65502,42.2873,F,NA
HAMMSHIMA1,2016-07-03,SMB,12:15,1,2641-85669,NA,NA,F,NA
TABACARPA1,2016-06-29,MW,10:45,NA,2661-31448,NA,NA,I,NA
FECHMARPA1,2016-07-15,"BR,JC,JK",6:30,NA,2711-77313,NA,NA,I,NA
FECHMARPA1,2016-07-15,"BR,JC,JK",8:30,NA,2711-77316,NA,NA,I,NA
JACOSUSFL1,2016-06-17,ZZ,6:40,1,2541-37501,NA,NA,F,NA
DOUGSANFL1,2016-09-28,ZZ,7:10,1,2571-70413,NA,NA,F,NA
HUNTVIRPA1,2016-07-31,MW,7:00,NA,2710-53636,-80.061657,40.375309,I,NA
HUNTVIRPA1,2016-07-31,MW,7:39,NA,2401-30833,-80.061657,40.375309,I,NA
GALLTERMD1,2016-06-04,JLM,NA,1,2571-89946,NA,NA,F,NA
PADORAMVA1,2016-06-07,KPK,12:00,1,2441-13880,-77.10544,38.78477,F,NA
ZAMBTRAMD1,2016-04-14,ERF,8:20,NA,791-17259,NA,NA,I,NA
VONGJENMD1,2016-07-07,"KJW,MAR",9:00,NA,2411-37406,-77.13120596,39.009927,I,NA
VONGJENMD1,2016-07-07,"KJW,MAR",10:34,NA,2411-37404,-77.1313423,39.009852,I,NA
VONGJENMD1,2016-07-07,"KJW,MAR",12:00,1,2750-41403,-77.13120596,39.009927,F,NA
BELMNIKGA1,2016-06-14,JLD,11:27,1,2711-54753,NA,NA,F,NA
KRENMARGA1,2016-06-02,JLD,10:42,1,2710-53756,-84.34124,33.81936,F,NA
WISSSTEGA1,2016-04-21,JLD,11:45,noData,2661-31836,NA,NA,T,NA
BOBAMICNC1,2016-05-30,JIC,10:00,noData,2180-92410,NA,NA,T,NA
KEATELINC1,2016-06-04,AJB,11:30,1,1352-92444,NA,NA,F,NA
LOFLKATNC1,2016-06-01,JIC,9:30,1,851-39857,NA,NA,F,NA
LOFLKATNC1,2016-06-01,JIC,9:30,1,851-39856,NA,NA,F,NA
HAHNMARNC1,2016-05-13,JIC,NA,noData,2711-64030,NA,NA,T,NA
THOMDEBPA1,2016-05-17,MW,7:25,NA,2441-14806,NA,NA,I,NA
NAYLMICMD2,2016-07-25,JLM,8:00,NA,2421-11980,NA,NA,I,NA
NAYLMICMD2,2016-07-25,JLM,9:00,NA,1292-64569,NA,NA,I,NA
OWENEDDNC1,2016-05-07,JIC,NA,noData,851-39844,NA,NA,T,NA
LADYKENNC1,2016-05-04,AJB,9:20,NA,2180-92473,NA,NA,I,NA
MCCRSARNC1,2016-06-19,AJB,12:40,1,2711-64162,NA,NA,F,NA
ROBIRONFL1,2016-04-06,ZZ,NA,noData,2641-96752,NA,NA,T,NA
ROBIRONFL1,2016-04-06,ZZ,NA,noData,2661-31392,NA,NA,T,NA
ROBIRONFL1,2016-04-06,ZZ,NA,noData,2590-82054,NA,NA,T,NA
ROBIRONFL1,2016-04-06,ZZ,NA,noData,2590-82100,NA,NA,T,NA
ROBIRONFL1,2016-04-06,ZZ,NA,noData,2641-96749,NA,NA,T,NA
ROBIRONFL1,2016-04-06,ZZ,NA,noData,2331-09151,NA,NA,T,NA
PARKDIAGA1,2016-04-28,JLD,10:57,noData,2341-30182,NA,NA,T,NA
KOPCTOMPA1,2016-05-26,BR,NA,NA,1352-46362,NA,NA,I,NA
KOPCTOMPA1,2016-05-26,BR,NA,NA,1352-46364,NA,NA,I,NA
CAMPROSMD1,2016-06-14,"KPK,AEH",6:45,NA,2651-56750,NA,NA,I,NA
CAMPROSMD1,2016-06-14,"KPK,AEH",11:56,1,2651-56749,NA,NA,F,NA
CAMPROSMD1,2016-06-14,"KPK,AEH",12:02,1,2651-56746,NA,NA,F,NA
MURRSANGA1,2016-05-23,BNT,11:45,1,2711-54806,NA,NA,F,NA
MARRPETMD2,2016-07-06,DLN,14:19,NA,2531-74600,NA,NA,I,NA
MARRPETMD2,2016-07-10,DLN,11:35,1,2651-47623,-77.00515466,38.974355,F,NA
SALITYLNC1,2016-07-08,AJB,9:45,NA,2711-64168,NA,NA,I,NA
JACOSYDMD1,2016-05-16,JLM,9:30,noData,2641-96895,NA,NA,T,NA
JACOSYDMD1,2016-05-16,JLM,9:44,noData,2641-96894,NA,NA,T,NA
JACOSYDMD1,2016-05-16,JLM,10:45,noData,2411-37216,NA,NA,T,NA
THOMDEBPA1,2016-05-17,MW,7:25,NA,2441-14806,NA,NA,I,NA
KOPCTOMPA1,2016-05-26,BR,noData,NA,1352-46362,NA,NA,I,NA
KOPCTOMPA1,2016-05-26,BR,noData,NA,1352-46364,NA,NA,I,NA
BAERMIKPA1,2016-06-04,MW,12:20,1,2441-14495,-79.762294,40.397572,F,NA
TABACARPA1,2016-06-29,MW,10:45,NA,2661-31448,NA,NA,I,NA
CASACORPA1,2016-07-12,"BR, SR",noData,NA,2711-77254,NA,NA,I,NA
FECHMARPA1,2016-07-15,"BR,JC,JK",6:30,NA,2711-77313,NA,NA,I,NA
FECHMARPA1,2016-07-15,"BR,JC,JK",8:30,NA,2711-77316,NA,NA,I,NA
ALCACHLPA1,2016-07-19,"BR, SR, JC",11:30,NA,2711-77433,NA,NA,I,NA
HOPEDONPA1,2016-07-21,MW,7:55,NA,1761-81988,-80.041515,40.37245,I,NA
