siteID,date,observer,time,bandNumber,longitude,latitude,resightType,notes
CAMPROSMD1,2003-07-02,NA,NA,1141-05577,NA,NA,T,"yearColumn = 2001, banded 23 May; yearColumn = 2002, resight 26 June, recap 7 July; yearColumn = 2003, resighted 2 July"
GIBSELAMD1,2003-05-07,NA,NA,1751-51984,NA,NA,T,"yearColumn = 2001, banded 5 June; yearColumn = 2002, resight 20 June, recap 13 Sept; yearColumn = 2003, resight  7 May."
EDEREDWVA1,2003-04-15,NA,NA,8001-21310,NA,NA,T,"yearColumn = 2001, banded 22 June; yearColumn = 2003, resighted spring 2003"
EDEREDWVA1,2003-04-15,NA,NA,1141-05631,NA,NA,T,"yearColumn = 2001, banded 22 June; yearColumn = 2003, resighted spring 2003; yearColumn = 2004, resighted 14 March by participant; yearColumn = 2005, resighted by 25 March"
BERNCHRMD1,2003-07-02,NA,NA,1141-05626,NA,NA,T,"yearColumn = 2001, banded 19 June; yearColumn = 2002, resighted 28 April; yearColumn = 2003, resighted 2 July"
SANFCARMD1,2003-05-12,NA,NA,1751-51934,NA,NA,T,"yearColumn = 2001, banded 6 June; yearColumn = 2002, resighted 14 May; yearColumn = 2003, resighted 12 May; yearColumn = 2004, resighted by participant; yearColumn = 2005, resighted 31 May"
KORRHARMD1,2003-06-05,NA,NA,1751-51937,NA,NA,T,"yearColumn = 2001, banded 1 June; yearColumn = 2002, resighted 21 June; yearColumn = 2003, resighted 5 June"
SCHOPAUMD1,2003-05-05,NA,NA,791-17081,NA,NA,T,"yearColumn = 2001, banded 4 June; yearColumn = 2003, Resight 5 May; yearColumn = 2005, resight 27 June"
SPEYPAUMD1,2003-05-20,NA,NA,1751-51997,NA,NA,T,"yearColumn = 2001, banded 18 April; yearColumn = 2003, resighted 20 May"
GOCHJOAMD1,2003-06-06,NA,NA,791-17067,NA,NA,T,"yearColumn = 2001, banded 25 May; yearColumn = 2002, recap 2 June; recap 22 Aug; yearColumn = 2003, resight 6 June; yearColumn = 2004, resighted by participant 28 May"
NZPSMBCDC1,2003-07-14,NA,NA,1751-51958,NA,NA,T,"yearColumn = 2001, banded 11 May; yearColumn = 2002, resighted 2 July; yearColumn = 2003, resighted 14 July; yearColumn = 2004, resighted 19 April"
NZPSMBCDC1,2003-11-23,NA,NA,1141-05569,NA,NA,T,"yearColumn = 2001, banded 11 May; yearColumn = 2002, resighted 11 April; yearColumn = 2003, resighted 23 Nov; yearColumn = 2004, resighted 19 April; yearColumn = 2005, resighted 4 feb by participant"
JACOAMYMD1,2003-07-02,NA,NA,1141-05642,NA,NA,T,"yearColumn = 2001, banded 6 July; yearColumn = 2002, resighted 19 May; yearColumn = 2003, resighted 2 July"
MOSMCARMD1,2003-03-15,NA,NA,2250-24020,NA,NA,T,"yearColumn = 2001, banded 3 May; yearColumn = 2003, assumed resighted "
RAYTIMMD1,2003-05-28,NA,NA,1751-51923,NA,NA,T,"yearColumn = 2001, banded 1 June; yearColumn = 2002, recaptured 30 May; yearColumn = 2003, resighted 28 May; yearColumn = 2004, found dead by neighbor"
STURCARMD1,2003-08-30,NA,NA,1721-48501,NA,NA,T,"yearColumn = 2001, banded 13June; yearColumn = 2002, resighted 1 June; yearColumn = 2003, resighted 30 Aug"
MOSMCARMD1,2003-05-08,NA,NA,791-17744,NA,NA,T,"yearColumn = 2000, banded 3 June; yearColumn = 2001, resighted by participant spring 2001; yearColumn = 2003, resighted 8 May"
ROHRSALMD1,2003-03-07,NA,NA,1920-85916,NA,NA,T,"yearColumn = 2000, banded 13 June; yearColumn = 2001, resighted 8 May; yearColumn = 2003, resighted 7 March"
MOSMCARMD1,2003-05-08,NA,NA,1141-05714,NA,NA,T,"yearColumn = 2000, banded 3 June; yearColumn = 2001, resighted by participant spring 2001; yearColumn = 2003, resighted 8 May"
GALLTERMD1,2003-06-21,NA,NA,1141-05757,NA,NA,T,"yearColumn = 2000, banded 25 July; yearColumn = 2001, recaptured 23 April; yearColumn = 2003, resighted 21 June"
GEHRDALMD1,2003-05-15,NA,NA,1751-51966,NA,NA,T,"yearColumn = 2001, banded 8 May; yearColumn = 2002, resighted 9 July; yearColumn = 2003, resighted 15 May"
ANDRKENVA1,2003-05-29,NA,NA,2250-24268,NA,NA,T,"yearColumn = 2001, banded 20 June; yearColumn = 2002, resighted 24 May; yearColumn = 2003, resighted 29 May"
HUTCBARVA1,2003-07-19,NA,NA,2250-24271,NA,NA,T,"yearColumn = 2001, banded 22 June; yearColumn = 2002, recaptured 3 July; yearColumn = 2003, resighted 19 July"
NZPSMBCDC1,2004-01-02,NA,NA,1751-51960,NA,NA,T,"yearColumn = 2001, banded 11 May; yearColumn = 2003, resighted 2 Jan 04; yearColumn = 2004, resighted 2 March; yearColumn = 2006, resighted 27 September; yearColumn = 2007, resighted by participant 11 March; yearColumn = 2008, resighted by participant 23 December."
NZPSMBCDC1,2003-11-12,NA,NA,1141-05568,NA,NA,T,"yearColumn = 2001, banded 11 May; yearColumn = 2003, resighted 12 Nov"
STURCARMD1,2003-05-11,NA,NA,2250-24059,NA,NA,T,"yearColumn = 2001, banded 13 June; yearColumn = 2002, resighted 6 June; recap 20 Sept; yearColumn = 2003, resight 11 May"
JOHNTHEMD1,2003-05-05,NA,NA,1152-87406,NA,NA,T,"yearColumn = 2001, banded 6 June; yearColumn = 2003, resighted 05 May"
DRAKBERMD1,2003-03-16,NA,NA,2250-24078,NA,NA,T,"yearColumn = 2001, banded 28 June; yearColumn = 2003, resighted 16 March"
HUNTDAVMD2,2003-04-21,NA,NA,2250-24403,NA,NA,T,"yearColumn = 2001, banded 15 June; yearColumn = 2002, resite 29 May, recap 18 Oct; yearColumn = 2003, resighted 21 April."
MCCOJOHMD1,2003-05-29,NA,NA,1141-05751,NA,NA,T,"yearColumn = 2000, banded 13 July; yearColumn = 2003, resight 29 May"
MISBJANMD1,2003-06-03,NA,NA,2250-24032,NA,NA,T,"yearColumn = 2001, banded 22 May; yearColumn = 2002, resight 20 June, recap 13 Sept; yearColumn = 2003, resighted 3 June"
OWENJOHMD1,2003-04-30,NA,NA,2250-24053,NA,NA,T,"yearColumn = 2001, banded 11 June; yearColumn = 2003, resighted 30 April"
STAVKORMD1,2003-06-14,NA,NA,2250-24038,NA,NA,T,"yearColumn = 2001, banded 23 May; yearColumn = 2003, resighted 14 June"
RICHLIBMD1,2003-04-21,NA,NA,2250-24288,NA,NA,T,"yearColumn = 2001, banded 30 September; yearColumn = 2003, resighted 21 April"
COLALISMD1,2003-06-04,NA,NA,2250-90408,NA,NA,T,"yearColumn = 2002, banded 19 April; yearColumn = 2003, resighted 4 June"
COLSKATMD1,2003-03-06,NA,NA,1141-05683,NA,NA,T,"yearColumn = 2002, banded 26 April; yearColumn = 2003, resight 3/6/03"
GILLEVAMD1,2003-06-05,NA,NA,8001-21410,NA,NA,T,"yearColumn = 2002, banded 23 April; yearColumn = 2003, resighted 5 June"
JACOAMYMD1,2003-07-02,NA,NA,8001-21444,NA,NA,T,"yearColumn = 2002, banded 19 May; yearColumn = 2003, resighted 2 July; yearColumn = 2004, recaptured 4 June"
BURNNANMD1,2003-07-15,NA,NA,2250-90423,NA,NA,T,"yearColumn = 2002, banded 8 May; yearColumn = 2003, resighted in summer"
BERNCHRMD1,2003-07-02,NA,NA,8001-21424,NA,NA,T,"yearColumn = 2002, banded 10 May; yearColumn = 2003, resighted 2 July"
FREYFREMD1,2003-07-18,NA,NA,8001-21427,NA,NA,T,"yearColumn = 2002, banded 11 May; yearColumn = 2003, resighted 18 July; yearColumn = 2004, resighted by participant 8/6"
FREYFREMD1,2003-05-10,NA,NA,8001-21429,NA,NA,T,"yearColumn = 2002, banded 11 May, resight 7 Aug, recap 29 Oct; yearColumn = 2003, resighted 10 May"
FREYFREMD1,2003-03-14,NA,NA,1152-87425,NA,NA,T,"yearColumn = 2002, banded 11 May; yearColumn = 2003, resighted 14 March"
ODELVINMD1,2003-06-18,NA,NA,2250-90430,NA,NA,T,"yearColumn = 2002, band 13 May; resight 9 Sept; yearColumn = 2003, resighted 18 June"
LERNJEFMD1,2003-06-06,NA,NA,8001-21340,NA,NA,T,"yearColumn = 2002, banded 13 May; yearColumn = 2003, resighted 6 June"
MUTRCYNMD1,2003-06-20,NA,NA,8001-21343,NA,NA,T,"yearColumn = 2002, band 16 May; recap 19 Sept; yearColumn = 2003, resighted 20 June; yearColumn = 2007, resighted 1 june"
JOHNTHEMD1,2003-05-05,NA,NA,8001-21446,NA,NA,T,"yearColumn = 2002, banded 21 May; yearColumn = 2003, resighted 05 May; yearColumn = 2004, resighted 30 June"
SALOSHEMD1,2003-08-01,NA,NA,1721-48525,NA,NA,T,"yearColumn = 2002, banded 22 May; yearColumn = 2003, resighted 1 August; yearColumn = 2004, resighted 24 June"
PERNMIKMD1,2003-04-30,NA,NA,962-47801,NA,NA,T,"yearColumn = 2002, banded 22 May; yearColumn = 2003, resight 30 April"
NATIGALDC1,2003-11-02,NA,NA,2250-90447,NA,NA,T,"yearColumn = 2002, banded 5 June; yearColumn = 2003, resighted by participant Nov 2 (G. Campbell in Beltsville!)"
KINDFARMD1,2003-07-23,NA,NA,1801-09421,NA,NA,T,"yearColumn = 2002, banded 13 June; yearColumn = 2003, resighted 23 July"
SINGTONMD1,2003-05-08,NA,NA,1721-48568,NA,NA,T,"yearColumn = 2002, banded 8 June; yearColumn = 2003, Resighted 8 May; yearColumn = 2004, resighted 7 July"
SINGTONMD1,2003-05-08,NA,NA,8001-21463,NA,NA,T,"yearColumn = 2002, banded 8 June; yearColumn = 2003, Resighted 8 May"
PERRCHRMD1,2003-05-29,NA,NA,8001-21456,NA,NA,T,"yearColumn = 2002, band 31 May, resight 30 June; yearColumn = 2003, resight 29 may; yearColumn = 2004, resighted 20 March by participant; yearColumn = 2005, resighted by participant 2 May; yearColumn = 2006, resighted by participant 12 March"
JONECBRMD1,2003-07-11,NA,NA,2250-90464,NA,NA,T,"yearColumn = 2002, banded 28 June; yearColumn = 2003, resighted 11 July"
LUCIDANMD1,2003-05-21,NA,NA,8001-21475,NA,NA,T,"yearColumn = 2002, banded 22 June; yearColumn = 2003, resighted 21 May; yearColumn = 2004, resighted 13 May; yearColumn = 2005, resighted 25 April"
KORRHARMD1,2003-04-15,NA,NA,8001-21474,NA,NA,T,"yearColumn = 2002, banded 21 June; yearColumn = 2003, resighted April"
EARLNANMD1,2003-05-20,NA,NA,1721-48583,NA,NA,T,"yearColumn = 2002, banded 5 June; yearColumn = 2003, resighted 20 May"
MOLIKARMD1,2003-05-09,NA,NA,1801-09426,NA,NA,T,"yearColumn = 2002, banded 17 June; yearColumn = 2003, resighted 9 May; yearColumn = 2005, resighted 20 July"
HUNTBRIMD1,2003-05-02,NA,NA,1721-48592,NA,NA,T,"yearColumn = 2002, banded 19 June; yearColumn = 2003, Resight 2 May"
GIBSELAMD1,2003-05-07,NA,NA,2280-90103,NA,NA,T,"yearColumn = 2002, banded 20 June; yearColumn = 2003, resight 7 may; yearColumn = 2004, recaptured 28 June"
LORAJORMD1,2003-06-13,NA,NA,8001-21481,NA,NA,T,"yearColumn = 2002, banded 6 July; yearColumn = 2003, resighted 13 June"
CANTBOBMD1,2003-04-15,NA,NA,8001-21355,NA,NA,T,"yearColumn = 2002, banded 10 July; yearColumn = 2003, resighted spring 2003"
CANTBOBMD1,2003-04-15,NA,NA,8001-21357,NA,NA,T,"yearColumn = 2002, banded 10 July; yearColumn = 2003, resighted spring 2003"
STURCARMD1,2003-07-30,NA,NA,8001-21494,NA,NA,T,"yearColumn = 2002, banded 19 July; yearColumn = 2003, resighted 30 July; yearColumn = 2004, Resighted by participant 21 August; yearColumn = 2005, resighted by participant 29 april"
STURCARMD1,2003-05-25,NA,NA,8001-21495,NA,NA,T,"yearColumn = 2002, banded 19 July; yearColumn = 2003, resighted 25 May; yearColumn = 2004, resighted 14 July"
STURCARMD1,2003-05-04,NA,NA,8001-21496,NA,NA,T,"yearColumn = 2002, banded 19 July; yearColumn = 2003, resight 4 May"
BRENSTEMD1,2003-06-23,NA,NA,1801-09513,NA,NA,T,"yearColumn = 2002, banded 6 July; yearColumn = 2003, resighted 23 June; yearColumn = 2004, resight 17 May by participant"
MCCOCHRMD1,2003-05-29,NA,NA,1801-09415,NA,NA,T,"yearColumn = 2002, banded 7 June; yearColumn = 2003, resighted 29 May"
KRAMPAUMD1,2003-06-10,NA,NA,1801-09466,NA,NA,T,"yearColumn = 2002, banded 25 July; yearColumn = 2003, resighted 10 June"
FREYFREMD1,2003-06-29,NA,NA,1801-09490,NA,NA,T,"yearColumn = 2002, banded 7 August; yearColumn = 2003, resighted 29 June"
MCKEJANMD1,2003-06-28,NA,NA,1801-09481,NA,NA,T,"yearColumn = 2002, banded 2 August; yearColumn = 2003, resighted 28 June; yearColumn = 2005, recaptured 11 May, 15 July"
MAHOJIMMD1,2003-05-24,NA,NA,2250-24668,NA,NA,T,"yearColumn = 2002, banded 16 August; yearColumn = 2003, resighted 24 May"
MAHOJIMMD1,2003-05-24,NA,NA,1801-09614,NA,NA,T,"yearColumn = 2002, banded 16 August; yearColumn = 2003, resighted 24 May"
MCLERICMD1,2003-06-12,NA,NA,1801-09651,NA,NA,T,"yearColumn = 2002, banded 27 Aug; yearColumn = 2003, resighted 12 June"
HUNTDAVMD2,2003-05-22,NA,NA,1801-09654,NA,NA,T,"yearColumn = 2002, banded 30 Aug; yearColumn = 2003, resighted 22 May"
HUNTBRIMD1,2003-05-02,NA,NA,2250-24672,NA,NA,T,"yearColumn = 2002, banded 21 Aug; yearColumn = 2003, Resight 2 May"
HUNTBRIMD1,2003-05-02,NA,NA,1801-09636,NA,NA,T,"yearColumn = 2002, banded 21 Aug; yearColumn = 2003, Resight 2 May"
SPEYPAUMD1,2003-05-20,NA,NA,1801-09686,NA,NA,T,"yearColumn = 2002, banded 12 Sept; yearColumn = 2003, resighted 20 May"
MISBJANMD1,2003-06-03,NA,NA,2250-24357,NA,NA,T,"yearColumn = 2002, banded 13 Sept; yearColumn = 2003, resighted 3 June"
MISBJANMD1,2003-06-03,NA,NA,2250-24358,NA,NA,T,"yearColumn = 2002, banded 13 Sept; yearColumn = 2003, resighted 3 June"
MISBJANMD1,2003-06-03,NA,NA,1801-09687,NA,NA,T,"yearColumn = 2002, banded 13 Sept; yearColumn = 2003, resighted 3 June"
ODELVINMD1,2003-06-18,NA,NA,1801-09675,NA,NA,T,"yearColumn = 2002, banded 9 Sept; yearColumn = 2003, resighted 18 June"
STURCARMD1,2003-06-07,NA,NA,2250-24394,NA,NA,T,"yearColumn = 2002, banded 20 Sept; yearColumn = 2003, resight 7 June"
MAHOJIMMD1,2003-05-07,NA,NA,2250-24697,NA,NA,T,"yearColumn = 2002, banded 17 October; yearColumn = 2003, Resighted 7 May"
BROWANNDC1,2003-03-15,NA,NA,962-47823,NA,NA,T,"yearColumn = 2002, banded 22 October; yearColumn = 2003, resighted breeding season 2003 by Pb project (field notebook Roux)"
FREYFREMD1,2003-06-22,NA,NA,1320-00909,NA,NA,T,"yearColumn = 2002, banded 29 October; yearColumn = 2003, resighted 22 June"
WISECELMD1,2004-05-14,NA,NA,1141-05776,NA,NA,T,"yearColumn = 2001, banded 17 April; yearColumn = 2002, resighted 10 May; yearColumn = 2003, resighted 3-July; yearColumn = 2004, resighted 14 May"
LLEISUEDC1,2004-06-23,NA,NA,791-17070,NA,NA,T,"yearColumn = 2001, banded 29 May; yearColumn = 2003, recap 20 May at Ontario H.; yearColumn = 2004, resight at Ontario 23 June"
TUFTKATMD1,2004-07-02,NA,NA,2250-24052,NA,NA,T,"yearColumn = 2001, banded 11 June; yearColumn = 2002, recaptured 31 May; yearColumn = 2003, resighted 8 April by participant; yearColumn = 2004, resighted 2 July"
BERNCHRMD1,2004-07-20,NA,NA,8001-21305,NA,NA,T,"yearColumn = 2001, banded 19 June; yearColumn = 2002, recaptured 28 April; yearColumn = 2004, resighted 20 July"
RAUNERIMD1,2004-07-08,NA,NA,1141-05580,NA,NA,T,"yearColumn = 2001, banded 24 May; yearColumn = 2002, resighted 23 March; yearColumn = 2004, resighted 8 July"
PICKCREMD1,2004-04-20,NA,NA,8001-21418,NA,NA,T,"yearColumn = 2001, banded 15 June; yearColumn = 2002, recatured 7 May; yearColumn = 2004, resighted 20 April"
NZPSMBCDC1,2004-04-19,NA,NA,1751-51958,NA,NA,T,"yearColumn = 2001, banded 11 May; yearColumn = 2002, resighted 2 July; yearColumn = 2003, resighted 14 July; yearColumn = 2004, resighted 19 April"
NZPSMBCDC1,2004-04-19,NA,NA,1141-05569,NA,NA,T,"yearColumn = 2001, banded 11 May; yearColumn = 2002, resighted 11 April; yearColumn = 2003, resighted 23 Nov; yearColumn = 2004, resighted 19 April; yearColumn = 2005, resighted 4 feb by participant"
CONNBARMD1,2004-06-08,NA,NA,1751-51921,NA,NA,T,"yearColumn = 2001, banded 13 June; yearColumn = 2002, resighted 24 June; yearColumn = 2004, resighted 8 June"
OMLAKEVMD1,2004-06-07,NA,NA,791-17834,NA,NA,T,"yearColumn = 2000, banded 24 July; yearColumn = 2001, resighted by participant spring 2001; yearColumn = 2002, resighted by participant spring 2002; yearColumn = 2003, Resight 1 May by participant; yearColumn = 2004, resighted 7 June"
REIKROBMD1,2004-04-21,NA,NA,1751-51912,NA,NA,T,"yearColumn = 2001, banded 18 June; yearColumn = 2002, recaptured 18 June; yearColumn = 2004, resighted - April 21"
NZPSMBCDC1,2004-03-02,NA,NA,1751-51960,NA,NA,T,"yearColumn = 2001, banded 11 May; yearColumn = 2003, resighted 2 Jan 04; yearColumn = 2004, resighted 2 March; yearColumn = 2006, resighted 27 September; yearColumn = 2007, resighted by participant 11 March; yearColumn = 2008, resighted by participant 23 December."
TATEJUAMD1,2004-05-27,NA,NA,2250-24030,NA,NA,T,"yearColumn = 2001, banded 16 May; yearColumn = 2002, recaptured 18 July; yearColumn = 2003, recaptured 16 June; yearColumn = 2004, resighted 27 May; yearColumn = 2005, resighted 8 June"
OMLAKEVMD1,2004-06-07,NA,NA,1920-85967,NA,NA,T,"yearColumn = 2000, banded 24 July; yearColumn = 2001, resighted fall 2001 by participant; yearColumn = 2003, Resight 1 May by participant; yearColumn = 2004, resighted 7 June; yearColumn = 2005, resighted by participant 7 July; yearColumn = 2010, resighted 6/12/10"
REITBOBMD1,2004-05-03,NA,NA,8001-21330,NA,NA,T,"yearColumn = 2002, banded 1 May; yearColumn = 2004, resight 3 May by participant; yearColumn = 2005, resight by participant 28 Feb"
PICKCREMD1,2004-04-20,NA,NA,8001-21417,NA,NA,T,"yearColumn = 2002, banded 7 May; yearColumn = 2004, resighted 20 April"
FREYFREMD1,2004-03-28,NA,NA,1152-87424,NA,NA,T,"yearColumn = 2002, banded 11 May; yearColumn = 2004, resighted 28 March; yearColumn = 2005, resighted by participant 19 Apr"
FREYFREMD1,2004-04-18,NA,NA,2250-90428,NA,NA,T,"yearColumn = 2002, band 11 May, recap 29 Oct  ; yearColumn = 2004, resighted 18 April"
BEALTOMMD1,2004-04-27,NA,NA,8001-21430,NA,NA,T,"yearColumn = 2002, banded 12 May; yearColumn = 2003, resighted by participant; yearColumn = 2004, resighted 27 April ; yearColumn = 2005, resighted by participant; yearColumn = 2006, resighted by participant; yearColumn = 2007, resighted by participant earlier in the year and by bander (5/29); yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted by participant March, recaptured 5/22/09; yearColumn = 2010, resighted by participant 21 May; yearColumn = 2011, Resighted by participant 5/2011."
JOHNTHEMD1,2004-06-30,NA,NA,8001-21446,NA,NA,T,"yearColumn = 2002, banded 21 May; yearColumn = 2003, resighted 05 May; yearColumn = 2004, resighted 30 June"
SALOSHEMD1,2004-06-24,NA,NA,1721-48525,NA,NA,T,"yearColumn = 2002, banded 22 May; yearColumn = 2003, resighted 1 August; yearColumn = 2004, resighted 24 June"
SINGTONMD1,2004-07-07,NA,NA,1721-48568,NA,NA,T,"yearColumn = 2002, banded 8 June; yearColumn = 2003, Resighted 8 May; yearColumn = 2004, resighted 7 July"
LUCIDANMD1,2004-05-13,NA,NA,8001-21475,NA,NA,T,"yearColumn = 2002, banded 22 June; yearColumn = 2003, resighted 21 May; yearColumn = 2004, resighted 13 May; yearColumn = 2005, resighted 25 April"
FOLEMARMD1,2004-05-27,NA,NA,8001-21455,NA,NA,T,"yearColumn = 2002, band 31 May, resight 15 Sept; yearColumn = 2004, resighted 27 May"
FOLEMARMD1,2004-05-27,NA,NA,1721-48565,NA,NA,T,"yearColumn = 2002, banded 31 May; yearColumn = 2004, resighted 27 May"
MEGOPATMD1,2004-06-01,NA,NA,1721-48589,NA,NA,T,"yearColumn = 2002, banded 18 June; yearColumn = 2004, resighted 1 June"
TINIKATMD1,2004-05-07,NA,NA,2250-90472,NA,NA,T,"yearColumn = 2002, banded 11 July; yearColumn = 2004, resighted 7 May"
STURCARMD1,2004-07-14,NA,NA,8001-21495,NA,NA,T,"yearColumn = 2002, banded 19 July; yearColumn = 2003, resighted 25 May; yearColumn = 2004, resighted 14 July"
HUNTDAVMD2,2004-04-19,NA,NA,1801-09655,NA,NA,T,"yearColumn = 2002, banded 30 Aug; yearColumn = 2004, resighted 19 April"
SINGTONMD1,2004-07-07,NA,NA,1152-87457,NA,NA,T,"yearColumn = 2003, Banded 8 May; yearColumn = 2004, resighted 7 July"
SINGTONMD1,2004-07-07,NA,NA,1801-77804,NA,NA,T,"yearColumn = 2003, Banded 8 May; yearColumn = 2004, resighted 7 July"
LERNJEFMD1,2004-05-23,NA,NA,1801-77992,NA,NA,T,"yearColumn = 2003, Banded 9 July; yearColumn = 2004, Resighted 23 May; yearColumn = 2004, banded; yearColumn = 2005, resighted 12 May"
STURCARMD1,2004-07-14,NA,NA,2250-90370,NA,NA,T,"yearColumn = 2003, Banded 8 May; yearColumn = 2004, Resighted 14 July; yearColumn = 2005, resighted by participant 26 april, 12 July; yearColumn = 2009, resighted 7/13"
STURCARMD1,2004-07-14,NA,NA,2250-90371,NA,NA,T,"yearColumn = 2003, Banded 8 May; yearColumn = 2004, Resighted 14 July"
HAMMBARMD1,2004-06-18,NA,NA,1152-87585,NA,NA,T,"yearColumn = 2003, banded 15 may; yearColumn = 2004, Resighted 18 June"
NZPSMBCDC1,2004-05-12,NA,NA,8001-21396,NA,NA,T,"yearColumn = 2003, captured 5/13/03; yearColumn = 2004, resight 5/12; yearColumn = 2005, resight by participant 14 March; yearColumn = 2006, resighted 27 March. Found dead in parking lot late summer."
NZPSMBCDC1,2004-06-18,NA,NA,4501-87504,NA,NA,T,"yearColumn = 2003, captured 5/13/03; yearColumn = 2004, resighted 18 June; yearColumn = 2005, resighted by participant 2 March"
MANNJANDC1,2004-07-02,NA,NA,1801-77906,NA,NA,T,"yearColumn = 2003, banded 5/30; yearColumn = 2004, resight 2 July"
MEGOPATMD1,2004-06-01,NA,NA,4501-87414,NA,NA,T,"yearColumn = 2003, Banded 2June; yearColumn = 2004, resighted 1 June; yearColumn = 2005, resighted 16 June"
WILLRAJMD1,2004-07-10,NA,NA,1811-58695,NA,NA,T,"yearColumn = 2003, banded 31 May; yearColumn = 2004, resighted 10 July"
OBRICHRMD1,2004-07-09,NA,NA,1152-87516,NA,NA,T,"yearColumn = 2003, Banded 19 May; yearColumn = 2004, resighted 9 July"
MARRPETMD1,2004-06-03,NA,NA,1870-35901,NA,NA,T,"yearColumn = 2003, Banded 14 May; yearColumn = 2004, Resighted 3 June"
MCCOJOHMD1,2004-06-15,NA,NA,1801-09584,NA,NA,T,"yearColumn = 2003, Banded 29 May; yearColumn = 2004, Resighted 15 June"
SCHOPAUMD1,2004-06-08,NA,NA,1801-77659,NA,NA,T,"yearColumn = 2003, banded 6 june; yearColumn = 2004, resighted 8 June"
WIKACORMD1,2004-04-22,NA,NA,4501-87416,NA,NA,T,"yearColumn = 2003, banded 10 June; yearColumn = 2004, resighted 22 April"
RAUNERIMD1,2004-04-18,NA,NA,1821-63317,NA,NA,T,"yearColumn = 2003, banded 16 June, recap 6 Aug; yearColumn = 2004, resight 18 April; yearColumn = 2005, resighted by participant 1 May"
LORAJORMD1,2004-05-04,NA,NA,1811-58697,NA,NA,T,"yearColumn = 2003, banded 13 June; yearColumn = 2004, resighted 4 May"
RAUNERIMD1,2004-07-08,NA,NA,1821-66320,NA,NA,T,"yearColumn = 2003, banded 16 June; yearColumn = 2004, resighted 8 July"
STAVKORMD1,2004-06-02,NA,NA,1841-58602,NA,NA,T,"yearColumn = 2003, Banded 14 June; yearColumn = 2004, resighted 2 June; yearColumn = 2006, resighted 13 July"
CARLSHIMD1,2004-05-28,NA,NA,1081-77953,NA,NA,T,"yearColumn = 2003, Banded 11 June; yearColumn = 2004, Resighted 28 May"
